MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Log_SalePrice,Log_LotArea,Log_GrLivArea,Log_LotFrontage
190,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,716,0,0,0,2,0,2,3,TA,Typ,0,None,None,None,0,None,None,N,0,0,102,0,0,0,None,None,None,0,6,2009,New,Partial,11.635151947212842,8.402231172946555,7.2813856635702825,3.5263605246161616
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2007,WD,Normal,11.751950239425476,8.954544488386723,6.862757913051401,4.204692619390966
60,RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,676,0,0,1,2,0,3,1,TA,Typ,0,None,Attchd,Fin,2,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.083910661257521,9.537483513308878,7.293697720601438,4.189654742026425
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,0,360,0,0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,112,0,0,0,0,0,None,MnPrv,Shed,400,9,2006,WD,Normal,11.648338835562747,8.738895704934043,7.0707241072602764,3.970291913552122
90,RM,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,0,0,1,0,1,0,2,1,TA,Typ,0,None,CarPort,Unf,2,TA,TA,Y,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,11.608244735642321,9.044639916198465,6.705639094860003,4.709530201312334
20,RL,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,0,0,2,0,0,1,0,1,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,857,72,0,0,0,0,None,None,None,0,11,2006,WD,Normal,12.861001210669146,10.825203541055348,7.519149957669823,4.23410650459726
80,RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Min1,1,TA,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,0,None,MnPrv,None,0,2,2007,WD,Normal,11.775297421715827,8.872767529910936,7.215975002651466,4.110873864173311
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,0,0,0,0,2,0,3,1,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,407,0,0,None,None,None,0,7,2008,WD,Normal,12.103491596905931,9.227787285579904,7.262628600974241,4.61512051684126
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,756,0,1,0,2,1,3,1,Gd,Typ,0,None,Attchd,Fin,2,TA,TA,Y,115,0,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,12.058158312538197,7.880804344674901,7.461640392208575,3.2188758248682006
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,0,0,0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,0,70,0,0,0,0,None,None,None,0,8,2006,WD,Normal,12.188422799337028,9.362718052397065,7.450660796211539,4.499809670330265
60,RL,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1519,0,0,0,3,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,192,0,37,0,0,0,None,None,None,0,10,2006,New,Partial,12.991755706536901,9.52390946537981,7.988203597022576,4.204692619390966
20,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,196,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,11.735276702486741,8.881975184248867,6.660575149839686,4.110873864173311
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,3,1,Gd,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,5,2006,New,Partial,11.970356641102999,9.47830431356186,7.055312843339752,4.1588830833596715
75,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,530,0,0,0,1,0,3,1,Fa,Typ,0,None,Detchd,Unf,1,TA,TA,N,0,0,144,0,0,0,None,None,None,0,3,2007,WD,Normal,11.522885696764481,8.881975184248867,7.013915474810528,4.110873864173311
120,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,120,49,0,0,0,0,None,None,None,0,10,2007,WD,Normal,12.218500103788143,8.770749549138642,7.223295679562314,3.8066624897703196
70,RM,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,808,0,0,0,2,0,3,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,12,11,64,0,0,0,None,GdPrv,None,0,4,2010,WD,Normal,11.849404844423074,9.239996256883693,7.444833273892193,3.9318256327243257
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,977,0,1,0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,576,36,0,0,0,0,None,GdPrv,None,0,2,2009,WD,Normal,12.299112067295642,9.145908511816794,7.618251097876695,4.2626798770413155
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1330,0,0,0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,RFn,3,TA,TA,Y,192,151,0,0,0,0,None,None,None,0,10,2007,WD,Normal,12.666660207428574,9.16868469670735,7.813591552952433,4.343805421853684
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,0,0,1,0,2,0,3,1,TA,Min1,1,Gd,Attchd,RFn,2,TA,TA,Y,301,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,12.100717685412471,9.898525260706313,7.699842407396986,4.30406509320417
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,144,29,0,0,0,0,None,None,None,0,6,2007,WD,Normal,12.328294703023394,9.274816391160547,7.299797366758161,4.290459441148391
30,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,11.289794413577894,8.435766192720509,6.617402977974478,3.871201010907891
50,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,983,0,0,0,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,21,114,0,0,0,None,None,None,0,7,2006,WD,Normal,12.323860125621126,9.654641503869545,7.7354333524996886,4.406719247264253
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,TA,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,300,0,0,0,0,0,None,None,None,0,2,2007,WD,Normal,12.404927602627597,9.521641310026597,7.707062655370473,4.564348191467836
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,0,0,1,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,11.771443882099637,8.935903526274423,6.740519359606223,4.248495242049359
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,833,0,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,94,0,0,291,0,None,None,None,0,12,2009,WD,Normal,12.128116509451258,9.224440496354964,7.449498005382849,4.31748811353631
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,5,2010,WD,Normal,11.88380602959621,9.23024103368252,6.99117688712121,4.454347296253507
50,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,765,0,0,0,2,0,3,2,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,202,0,0,0,None,None,None,0,5,2010,WD,Normal,11.58432477200052,8.66406026722579,7.381501894506707,4.110873864173311
180,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,462,0,1,0,1,0,2,1,TA,Typ,0,None,BuiltIn,Unf,1,TA,TA,Y,120,101,0,0,0,0,None,GdWo,None,0,11,2009,WD,Normal,11.418625774449596,7.3758821482150125,6.8966943316227125,3.091042453358316
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,11.818577604251555,9.04499391938819,6.859614903654202,4.30406509320417
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,213,0,1,0,1,0,2,1,TA,Min1,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,11.751950239425476,9.063694791634697,7.1592919047975645,3.9318256327243257
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,0,0,0,0,2,0,4,2,TA,Typ,0,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,11.824087219587643,9.285355075781629,7.478169694159785,4.290459441148391
50,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,548,0,0,0,1,1,2,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,74,0,128,0,0,0,None,MnPrv,None,0,5,2009,WD,Normal,11.608244735642321,9.25349564229011,7.115582126184454,4.110873864173311
60,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,960,0,0,0,2,1,4,1,Gd,Typ,1,Gd,Attchd,Fin,1,TA,TA,Y,0,72,0,0,252,0,None,None,None,0,6,2009,WD,Normal,12.173037959397275,9.472781556562168,7.669961995473577,4.61512051684126
120,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,2,1,TA,Typ,0,None,Attchd,Fin,2,TA,TA,Y,0,199,0,0,0,0,None,None,None,0,3,2006,WD,Normal,11.941462360646149,8.412054873292933,7.198931240688173,3.4965075614664802
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,144,99,0,0,0,0,None,None,None,0,10,2008,WD,Normal,12.409017571151187,9.230829038403499,7.355001921105257,4.3694478524670215
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,0,0,0,0,1,1,3,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,74,0,0,0,0,0,None,None,None,0,7,2007,COD,Normal,11.748005492256807,9.09301972939964,6.97166860472579,4.394449154672439
80,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,670,0,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,120,72,0,0,0,0,None,None,Shed,700,5,2009,WD,Normal,12.034696963475044,9.051461866908694,7.29641326877392,4.189654742026425
60,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,Y,SBrkr,1116,0,0,0,2,1,4,1,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,127,82,0,0,0,0,None,None,None,0,4,2006,WD,Normal,12.468440756144114,9.684086987500752,7.790696031174738,4.804021044733257
60,RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,876,0,0,0,2,1,3,1,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,100,38,0,0,0,0,None,None,None,0,3,2009,WD,Normal,12.066816325306588,9.385301574363845,7.353081920515432,4.812184355372417
160,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,0,0,0,2,1,2,1,Gd,Typ,0,None,Detchd,RFn,2,TA,TA,Y,0,234,0,0,0,0,None,None,None,0,6,2009,New,Partial,12.010671928196443,8.281977058867758,7.110696122978827,3.713572066704308
50,C (all),Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,0,513,0,0,1,0,2,1,Fa,Typ,0,None,None,None,0,None,None,N,0,0,156,0,0,0,None,MnPrv,None,0,10,2009,ConLD,Abnorml,11.350418300109132,9.044403844431551,7.3310603052186325,4.663439094112067
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,11.724813914587886,8.996032669324372,6.898714534329988,4.110873864173311
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,FuseA,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,29,0,0,0,0,None,None,None,0,7,2006,WD,Normal,11.60733523953139,8.881975184248867,6.947937068614969,4.110873864173311
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,12,2006,WD,Abnorml,11.498836682527127,9.04793908261736,7.119635638017636,4.454347296253507
30,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,0,44,0,0,0,None,None,None,0,8,2009,WD,Normal,12.004574385508691,9.500095294588894,6.872128101338986,4.394449154672439
190,C (all),Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1031,0,0,1,2,0,4,2,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,0,0,0,0,99,0,None,None,None,0,11,2007,WD,Normal,11.804855999911272,8.881975184248867,7.73718007783463,4.110873864173311
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,881,0,1,0,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,0,162,0,0,0,0,None,None,None,0,5,2007,WD,Normal,12.229549885708273,9.141847375530883,7.488293515159428,4.248495242049359
60,RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,790,0,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,232,63,0,0,0,0,None,None,Shed,480,4,2009,WD,Normal,12.128116509451258,9.186662244621605,7.293697720601438,4.189654742026425
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,158,29,0,0,0,0,None,None,None,0,8,2006,WD,Normal,12.273735966890268,9.236495329453033,7.370860166536716,4.3694478524670215
20,RL,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,Fin,1,TA,TA,P,120,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,11.459007676978688,9.298534382712099,6.8679744089702925,4.30406509320417
30,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Basment,Unf,1,Fa,TA,Y,0,0,77,0,0,0,None,None,Shed,400,5,2010,COD,Abnorml,11.326607934898927,9.271059107010888,6.728628613084702,4.454347296253507
